SITE_ID,BASIN,PLOT,SUBPLOT,SPP,SPP_NAME,COVER,HT (CM),REMARKS
N2-7VB,N2,7,EAST,UNKNOWN,Unknown ,T,15,
N2-13VB,N2,13,WEST,UNKNOWN,Unknown ,2,5,Vine
C1-3V,C1,3,EAST,VACCI,Vaccinium spp.,3,50,
C1-3V,C1,3,WEST,VACCI,Vaccinium spp.,5,15,
C1-5V,C1,5,EAST,VACCI,Vaccinium spp.,12,125,
C1-5V,C1,5,SOUTH,VACCI,Vaccinium spp.,4,40,
C1-5V,C1,5,WEST,VACCI,Vaccinium spp.,7,40,
C1-7VB,C1,7,EAST,VACCI,Vaccinium spp.,8,45,
C1-7VB,C1,7,NORTH,VACCI,Vaccinium spp.,7,70,
C1-7VB,C1,7,SOUTH,VACCi,Vaccinium spp.,10,75,
C1-7VB,C1,7,WEST,VACCI,Vaccinium spp.,2,150,
C1-13VB,C1,13,EAST,VACCI,Vaccinium spp.,4,100,
C1-13VB,C1,13,NORTH,VACCI,Vaccinium spp.,T,50,
C1-13VB,C1,13,SOUTH,VACCI,Vaccinium spp.,1,40,
C1-13VB,C1,13,WEST,VACCI,Vaccinium spp.,T,15,
C1-14VB,C1,14,NORTH,VACCI,Vaccinium spp.,2,15,
C1-17V,C1,17,EAST,VACCI,Vaccinium spp.,2,30,
C1-17V,C1,17,NORTH,VACCI,Vaccinium spp.,3,50,Mostly growing from old cedar stump
C1-17V,C1,17,WEST,VACCI,Vaccinium spp.,1,80,
C1-18V,C1,18,SOUTH,VACCI,Vaccinium spp.,1,2,
C1-25VB,C1,25,EAST,VACCI,Vaccinium spp.,3,10,
C1-26V,C1,26,NORTH,VACCI,Vaccinium spp.,35,250,
C1-26V,C1,26,WEST,VACCI,Vaccinium spp.,25,250,
C1-28VB,C1,28,SOUTH,VACCI,Vaccinium spp.,3,20,
C2-11VB,C2,11,EAST,VACCI,Vaccinium spp.,2,25,
C2-11VB,C2,11,SOUTH,VACCI,Vaccinium spp.,T,5,
C2-15VB,C2,15,EAST,VACCI,Vaccinium spp.,8,150,
C2-17VB,C2,17,EAST,VACCI,Vaccinium spp.,T,5,
C2-17VB,C2,17,NORTH,VACCI,Vaccinium spp.,T,10,
C2-17VB,C2,17,SOUTH,VACCI,Vaccinium spp.,1,10,
C2-23VB,C2,23,EAST,VACCI,Vaccinium spp.,8,150,
N1-2V,N1,2,EAST,VACCI,Vaccinium spp.,6,35,
N1-2V,N1,2,NORTH,VACCI,Vaccinium spp.,3,20,
N1-2V,N1,2,SOUTH,VACCI,Vaccinium spp.,1,20,
N1-7VB,N1,7,EAST,VACCI,Vaccinium spp.,5,100,
N1-7VB,N1,7,NORTH,VACCI,Vaccinium spp.,6,200,
N1-7VB,N1,7,SOUTH,VACCI,Vaccinium spp.,1,15,
N1-7VB,N1,7,WEST,VACCI,Vaccinium spp.,4,150,
N1-8VB,N1,8,EAST,VACCI,Vaccinium spp.,10,60,
N1-8VB,N1,8,NORTH,VACCI,Vaccinium spp.,2,20,
N1-8VB,N1,8,SOUTH,VACCI,Vaccinium spp.,T,20,
N1-8VB,N1,8,WEST,VACCI,Vaccinium spp.,10,100,
N1-10VB,N1,10,WEST,VACCI,Vaccinium spp.,4,200,
N1-12VB,N1,12,EAST,VACCI,Vaccinium spp.,1,5,
N1-12VB,N1,12,NORTH,VACCI,Vaccinium spp.,T,3,
N1-12VB,N1,12,SOUTH,VACCI,Vaccinium spp.,4,50,
N1-12VB,N1,12,WEST,VACCI,Vaccinium spp.,2,15,
N1-13V,N1,13,EAST,VACCI,Vaccinium spp.,1,20,
N1-16V,N1,16,EAST,VACCI,Vaccinium spp.,3,50,
N1-16V,N1,16,NORTH,VACCI,Vaccinium spp.,1,40,
N1-16V,N1,16,SOUTH,VACCI,Vaccinium spp.,3,35,
N1-16V,N1,16,WEST,VACCI,Vaccinium spp.,3,30,
N1-17VB,N1,17,EAST,VACCI,Vaccinium spp.,T,3,
N1-17VB,N1,17,SOUTH,VACCI,Vaccinium spp.,T,30,
N1-18VB,N1,18,NORTH,VACCI,Vaccinium spp.,1,50,
N1-18VB,N1,18,WEST,VACCI,Vaccinium spp.,2,25,
N1-19V,N1,19,EAST,VACCI,Vaccinium spp.,1,5,
N1-19V,N1,19,SOUTH,VACCI,Vaccinium spp.,T,10,
N1-19V,N1,19,WEST,VACCI,Vaccinium spp.,4,35,
N1-21VB,N1,21,EAST,VACCI,Vaccinium spp.,25,,Missing height
N1-21VB,N1,21,NORTH,VACCI,Vaccinium spp.,1,10,
N1-22V,N1,22,NORTH,VACCI,Vaccinium spp.,8,100,
N1-24VB,N1,24,SOUTH,VACCI,Vaccinium spp.,T,5,
N1-24VB,N1,24,WEST,VACCI,Vaccinium spp.,T,10,
N1-25VB,N1,25,EAST,VACCI,Vaccinium spp.,15,100,
N1-25VB,N1,25,NORTH,VACCI,Vaccinium spp.,3,30,
N1-25VB,N1,25,SOUTH,VACCI,Vaccinium spp.,12,82,
N1-25VB,N1,25,WEST,VACCI,Vaccinium spp.,1,5,
N1-26V,N1,26,EAST,VACCI,Vaccinium spp.,4,25,
N1-26V,N1,26,NORTH,VACCI,Vaccinium spp.,3,30,
N1-26V,N1,26,SOUTH,VACCI,Vaccinium spp.,17,26,
N1-26V,N1,26,WEST,VACCI,Vaccinium spp.,1,40,
N2-1VB,N2,1,EAST,VACCI,Vaccinium spp.,7,80,
N2-1VB,N2,1,NORTH,VACCI,Vaccinium spp.,12,80,
N2-1VB,N2,1,SOUTH,VACCI,Vaccinium spp.,15,80,
N2-1VB,N2,1,WEST,VACCI,Vaccinium spp.,1,60,
N2-2VB,N2,2,EAST,VACCI,Vaccinium spp.,4,3,
N2-2VB,N2,2,NORTH,VACCI,Vaccinium spp.,6,75,
N2-2VB,N2,2,SOUTH,VACCI,Vaccinium spp.,2,8,
N2-2VB,N2,2,WEST,VACCI,Vaccinium spp.,T,10,
N2-3V,N2,3,NORTH,VACCI,Vaccinium spp.,1,10,
N2-5V,N2,5,EAST,VACCI,Vaccinium spp.,2,100,
N2-5V,N2,5,NORTH,VACCI,Vaccinium spp.,2,40,
N2-5V,N2,5,SOUTH,VACCI,Vaccinium spp.,1,30,
N2-5V,N2,5,WEST,VACCI,Vaccinium spp.,2,10,
N2-7VB,N2,7,EAST,VACCI,Vaccinium spp.,25,150,
N2-7VB,N2,7,SOUTH,VACCI,Vaccinium spp.,13,60,
N2-12V,N2,12,EAST,VACCI,Vaccinium spp.,3,150,
N2-12V,N2,12,NORTH,VACCI,Vaccinium spp.,5,75,
N2-12V,N2,12,WEST,VACCI,Vaccinium spp.,2,45,
N2-13VB,N2,13,EAST,VACCI,Vaccinium spp.,10,50,
N2-13VB,N2,13,NORTH,VACCI,Vaccinium spp.,9,100,
N2-13VB,N2,13,SOUTH,VACCI,Vaccinium spp.,10,30,
N2-13VB,N2,13,WEST,VACCI,Vaccinium spp.,3,30,
N2-14V,N2,14,EAST,VACCI,Vaccinium spp.,T,100,
N2-14V,N2,14,NORTH,VACCI,Vaccinium spp.,3,200,
N2-14V,N2,14,WEST,VACCI,Vaccinium spp.,5,200,
N2-15VB,N2,15,EAST,VACCI,Vaccinium spp.,10,150,
N2-15VB,N2,15,NORTH,VACCI,Vaccinium spp.,8,60,
N2-15VB,N2,15,SOUTH,VACCI,Vaccinium spp.,10,75,
N2-15VB,N2,15,WEST,VACCI,Vaccinium spp.,12,35,
N2-18VB,N2,18,EAST,VACCI,Vaccinium spp.,18,50,
N2-18VB,N2,18,NORTH,VACCI,Vaccinium spp.,20,50,
N2-18VB,N2,18,SOUTH,VACCI,Vaccinium spp.,9,60,
N2-18VB,N2,18,WEST,VACCI,Vaccinium spp.,12,70,
N2-19V,N2,19,EAST,VACCI,Vaccinium spp.,4,30,
N2-19V,N2,19,NORTH,VACCI,Vaccinium spp.,10,50,
N2-19V,N2,19,SOUTH,VACCI,Vaccinium spp.,4,60,
N2-19V,N2,19,WEST,VACCI,Vaccinium spp.,2,50,
N2-20V,N2,20,EAST,VACCI,Vaccinium spp.,3,15,
N2-20V,N2,20,NORTH,VACCI,Vaccinium spp.,10,75,
N2-20V,N2,20,SOUTH,VACCI,Vaccinium spp.,T,5,
N2-21V,N2,21,EAST,VACCI,Vaccinium spp.,1,15,
N2-26VB,N2,26,EAST,VACCI,Vaccinium spp.,4,75,
N2-26VB,N2,26,NORTH,VACCI,Vaccinium spp.,15,65,
N2-26VB,N2,26,SOUTH,VACCI,Vaccinium spp.,,,"Listed as present, but missing % cover and height"
C1-3V,C1,3,NORTH,VAOV,Vaccinium ovalifolium,T,65,
C1-3V,C1,3,SOUTH,VAOV,Vaccinium ovalifolium,5,18,
C1-8VB,C1,8,EAST,VAOV,Vaccinium ovalifolium,2,40,
C1-8VB,C1,8,WEST,VAOV,Vaccinium ovalifolium,2,100,
C1-14VB,C1,14,WEST,VAOV,Vaccinium ovalifolium,T,10,
C1-24VB,C1,24,NORTH,VAOV,Vaccinium ovalifolium,1,25,
C1-24VB,C1,24,SOUTH,VAOV,Vaccinium ovalifolium,6,60,
C1-24VB,C1,24,WEST,VAOV,Vaccinium ovalifolium,2,75,
C1-25VB,C1,25,NORTH,VAOV,Vaccinium ovalifolium,T,25,
C1-25VB,C1,25,WEST,VAOV,Vaccinium ovalifolium,40,200,
C2-12VB,C2,12,SOUTH,VAOV,Vaccinium ovalifolium,T,40,
C2-13V,C2,13,WEST,VAOV,Vaccinium ovalifolium,10,100,
C2-15VB,C2,15,NORTH,VAOV,Vaccinium ovalifolium,8,40,
C2-15VB,C2,15,WEST,VAOV,Vaccinium ovalifolium,2,30,
C2-18VB,C2,18,EAST,VAOV,Vaccinium ovalifolium,2,250,
C2-23VB,C2,23,WEST,VAOV,Vaccinium ovalifolium,T,100,
C2-26V,C2,26,EAST,VAOV,Vaccinium ovalifolium,T,40,
C2-26V,C2,26,NORTH,VAOV,Vaccinium ovalifolium,3,60,
C2-26V,C2,26,SOUTH,VAOV,Vaccinium ovalifolium,2,30,
N1-14VB,N1,14,NORTH,VAOV,Vaccinium ovalifolium,5,225,
N1-14VB,N1,14,WEST,VAOV,Vaccinium ovalifolium,T,10,
N1-25VB,N1,25,NORTH,VAOV,Vaccinium ovalifolium,1,20,
N2-10VB,N2,10,WEST,VAOV,Vaccinium ovalifolium,9,300,
N2-21V,N2,21,WEST,VAOV,Vaccinium ovalifolium,2,200,
C1-3V,C1,3,NORTH,VAOV2,Vaccinium ovatum,T,10,
C1-8VB,C1,8,EAST,VAOV2,Vaccinium ovatum,T,10,
C1-8VB,C1,8,NORTH,VAOV2,Vaccinium ovatum,8,130,
C1-8VB,C1,8,SOUTH,VAOV2,Vaccinium ovatum,12,170,
C1-8VB,C1,8,WEST,VAOV2,Vaccinium ovatum,15,150,
C1-14VB,C1,14,EAST,VAOV2,Vaccinium ovatum,1,30,
C1-14VB,C1,14,SOUTH,VAOV2,Vaccinium ovatum,2,60,
C1-14VB,C1,14,WEST,VAOV2,Vaccinium ovatum,T,15,
C1-17V,C1,17,SOUTH,VAOV2,Vaccinium ovatum,1,60,
C1-17V,C1,17,WEST,VAOV2,Vaccinium ovatum,T,20,
C1-24VB,C1,24,EAST,VAOV2,Vaccinium ovatum,1,20,
C1-24VB,C1,24,SOUTH,VAOV2,Vaccinium ovatum,2,30,
C1-24VB,C1,24,WEST,VAOV2,Vaccinium ovatum,T,15,
C1-28VB,C1,28,WEST,VAOV2,Vaccinium ovatum,T,30,
C2-5VB,C2,5,EAST,VAOV2,Vaccinium ovatum,4,35,
C2-5VB,C2,5,SOUTH,VAOV2,Vaccinium ovatum,T,40,
C2-5VB,C2,5,WEST,VAOV2,Vaccinium ovatum,T,10,
C2-12VB,C2,12,NORTH,VAOV2,Vaccinium ovatum,4,40,
C2-12VB,C2,12,SOUTH,VAOV2,Vaccinium ovatum,T,30,
C2-13V,C2,13,EAST,VAOV2,Vaccinium ovatum,2,15,
C2-13V,C2,13,NORTH,VAOV2,Vaccinium ovatum,1,7,
C2-13V,C2,13,SOUTH,VAOV2,Vaccinium ovatum,1,7,
C2-13V,C2,13,WEST,VAOV2,Vaccinium ovatum,1,15,
C2-26V,C2,26,EAST,VAOV2,Vaccinium ovatum,T,35,
C2-26V,C2,26,SOUTH,VAOV2,Vaccinium ovatum,T,15,
N1-13V,N1,13,SOUTH,VAOV2,Vaccinium ovatum,3,75,
N1-18VB,N1,18,EAST,VAOV2,Vaccinium ovatum,6,35,
N1-18VB,N1,18,SOUTH,VAOV2,Vaccinium ovatum,T,15,
N1-21VB,N1,21,SOUTH,VAOV2,Vaccinium ovatum,T,10,
N1-21VB,N1,21,WEST,VAOV2,Vaccinium ovatum ,3,45,
N1-27V,N1,27,SOUTH,VAOV2,Vaccinium ovatum,2,20,
N2-10VB,N2,10,WEST,VAOV2,Vaccinium ovatum,T,5,
N2-21V,N2,21,SOUTH,VAOV2,Vaccinium ovatum,2,10,
C1-3V,C1,3,SOUTH,VAPA,Vaccinium parvifolium,10,200,
C1-4V,C1,4,EAST,VAPA,Vaccinium parvifolium,1,200,
C1-4V,C1,4,NORTH,VAPA,Vaccinium parvifolium,1,30,
C1-4V,C1,4,SOUTH,VAPA,Vaccinium parvifolium,2,150,
C1-4V,C1,4,WEST,VAPA,Vaccinium parvifolium,6,150,
C1-8VB,C1,8,EAST,VAPA,Vaccinium parvifolium,5,95,
C1-8VB,C1,8,NORTH,VAPA,Vaccinium parvifolium,13,75,
C1-8VB,C1,8,SOUTH,VAPA,Vaccinium parvifolium,5,100,
C1-8VB,C1,8,WEST,VAPA,Vaccinium parvifolium,9,60,
C1-14VB,C1,14,EAST,VAPA,Vaccinium parvifolium,3,70,
C1-14VB,C1,14,SOUTH,VAPA,Vaccinium parvifolium,3,75,
C1-18V,C1,18,EAST,VAPA,Vaccinium parvifolium,1,5,
C1-24VB,C1,24,EAST,VAPA,Vaccinium parvifolium,5,150,
C1-24VB,C1,24,NORTH,VAPA,Vaccinium parvifolium,1,50,
C1-24VB,C1,24,SOUTH,VAPA,Vaccinium parvifolium,1,25,
C1-24VB,C1,24,WEST,VAPA,Vaccinium parvifolium,5,100,
C1-25VB,C1,25,NORTH,VAPA,Vaccinium parvifolium,1,25,
C1-28VB,C1,28,NORTH,VAPA,Vaccinium parvifolium,4,200,
C1-28VB,C1,28,WEST,VAPA,Vaccinium parvifolium,1,40,
C2-11VB,C2,11,NORTH,VAPA,Vaccinium parvifolium,2,35,
C2-12VB,C2,12,EAST,VAPA,Vaccinium parvifolium,7,200,
C2-12VB,C2,12,NORTH,VAPA,Vaccinium parvifolium,3,60,
C2-12VB,C2,12,SOUTH,VAPA,Vaccinium parvifolium,T,25,
C2-12VB,C2,12,WEST,VAPA,Vaccinium parvifolium,5,50,
C2-13V,C2,13,EAST,VAPA,Vaccinium parvifolium,4,40,
C2-13V,C2,13,NORTH,VAPA,Vaccinium parvifolium,2,8,
C2-13V,C2,13,SOUTH,VAPA,Vaccinium parvifolium,5,45,
C2-13V,C2,13,WEST,VAPA,Vaccinium parvifolium,1,40,
C2-15VB,C2,15,SOUTH,VAPA,Vaccinium parvifolium,2,45,
C2-20VB,C2,20,EAST,VAPA,Vaccinium parvifolium,1,12,
C2-20VB,C2,20,SOUTH,VAPA,Vaccinium parvifolium,T,5,
C2-23VB,C2,23,NORTH,VAPA,Vaccinium parvifolium,T,30,
C2-23VB,C2,23,SOUTH,VAPA,Vaccinium parvifolium,17,150,
C2-23VB,C2,23,WEST,VAPA,Vaccinium parvifolium,1,30,
C2-25VB,C2,25,EAST,VAPA,Vaccinium parvifolium,1,40,
C2-25VB,C2,25,SOUTH,VAPA,Vaccinium parvifolium,5,150,
C2-26V,C2,26,EAST,VAPA,Vaccinium parvifolium,T,35,
C2-26V,C2,26,NORTH,VAPA,Vaccinium parvifolium,5,17,
C2-26V,C2,26,WEST,VAPA,Vaccinium parvifolium,7,40,
N1-13V,N1,13,SOUTH,VAPA,Vaccinium parvifolium,7,75,
N1-14VB,N1,14,EAST,VAPA,Vaccinium parvifolium,T,50,
N1-14VB,N1,14,WEST,VAPA,Vaccinium parvifolium,T,20,
N1-17VB,N1,17,NORTH,VAPA,Vaccinium parvifolium,T,30,
N1-17VB,N1,17,WEST,VAPA,Vaccinium parvifolium,1,75,
N1-19V,N1,19,NORTH,VAPA,Vaccinium parvifolium,3,300,
N1-20V,N1,20,SOUTH,VAPA,Vaccinium parvifolium,T,40,
N1-20V,N1,20,WEST,VAPA,Vaccinium parvifolium,7,300,
N1-24VB,N1,24,EAST,VAPA,Vaccinium parvifolium,5,300,
N1-24VB,N1,24,NORTH,VAPA,Vaccinium parvifolium,1,20,
N1-27V,N1,27,EAST,VAPA,Vaccinium parvifolium,1,100,
N2-21V,N2,21,SOUTH,VAPA,Vaccinium parvifolium,T,5,
C1-3V,C1,3,EAST,VIOLA,Viola spp. ,T,3,
C1-3V,C1,3,NORTH,VIOLA,Viola spp. ,T,5,
C1-13VB,C1,13,NORTH,VIOLA,Viola spp. ,T,5,
C1-13VB,C1,13,WEST,VIOLA,Viola spp. ,T,4,
C1-14VB,C1,14,EAST,VIOLA,Viola spp. ,1,3,
C1-14VB,C1,14,NORTH,VIOLA,Viola spp. ,4,10,
C1-24VB,C1,24,NORTH,VIOLA,Viola spp. ,1,3,
C2-17VB,C2,17,WEST,VIOLA,Viola spp. ,1,10,
N1-17VB,N1,17,EAST,VIOLA,Viola spp. ,T,3,
N2-10VB,N2,10,SOUTH,VIOLA,Viola spp. ,1,4,
N2-26VB,N2,26,NORTH,VIOLA,Viola spp. ,T,3,
N2-26VB,N2,26,SOUTH,VIOLA,Viola spp. ,T,3,
C1-28VB,C1,28,EAST,,,,,NONE
C2-4V,C2,4,NORTH,,,,,NONE
C2-25VB,C2,25,WEST,,,,,NONE
N1-10VB,N1,10,SOUTH,,,,,NONE
N1-20V,N1,20,EAST,,,,,NONE
N1-22V,N1,22,EAST,,,,,NONE
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
